source,target,weight
0,34130,892.2804492617369
0,34256,963.4309806487568
0,34612,641.8615413322729
0,34647,899.8425684273947
0,34712,828.3451884392806
0,36685,806.6724096731788
0,36819,729.1282187775015
0,36820,650.0023009442717
0,36842,989.1800798544452
0,36843,783.6965060835538
0,37024,817.5016594705495
0,37025,816.0280297159826
0,37026,807.4094791011017
0,37027,809.3803109726539
0,37059,916.6102984986644
0,37127,797.9310144648302
0,37392,219.8624516570719
0,37551,532.3411612999283
0,37552,529.099153752325
0,37734,874.8031949378318
0,39585,546.5311430661656
0,39586,560.6556058723935
0,39587,938.8539999212874
0,39588,984.2178869224988
0,39591,994.6461852115574
0,41331,726.70471630262
0,41343,583.5710140233964
1,152,741.2819005977494
1,186,711.9754359092261
1,328,943.8989834697
1,330,246.1004926719249
1,515,729.4343241814058
1,516,848.9028975508122
1,517,710.3653806986015
1,684,997.8643032057976
1,695,483.5219595182933
1,1050,786.3732202634641
1,1051,431.6642219525758
1,1078,360.8085966547104
1,1085,785.8811729712313
1,1086,970.9888556904156
1,1094,816.4231603212598
1,1099,817.4053474135903
1,1274,964.0733179444152
1,1297,976.30660125791
1,1307,858.5201128564519
1,1351,759.179675479678
1,1355,695.8093798510178
1,1364,574.3847269159077
1,1367,249.57833663215712
1,1368,864.8646946038317
1,1381,714.4701204166557
1,1419,834.929920640837
1,1427,795.8038263966374
1,1443,684.4035244178541
1,1449,670.4136604571705
1,1453,696.2056054399701
1,1468,264.3591394405671
1,1469,251.4252044342511
1,1532,734.2738525281882
1,1565,540.7583992968654
1,1691,604.3148661579289
1,1692,844.377166042381
1,1693,786.349259777397
1,1694,945.0596842449592
1,1695,732.2609077942889
1,1696,687.7140866130331
1,1697,672.2562786328796
1,1698,655.0083134771361
1,1699,637.1393369045038
1,1700,554.6325413230207
1,1701,542.4944380023405
1,1702,535.9841121211401
1,1703,521.571393873634
1,1748,897.0318378116237
1,1762,96.25447679018912
1,1763,302.78070897659967
1,1766,648.9278653250793
1,1779,871.2870837810601
1,1781,765.5791432654743
1,1782,892.3104096868151
1,1783,900.2943365229063
1,1894,84.44250183042539
1,1932,918.8444804947125
1,1986,359.4808157343243
1,1987,687.254549229424
1,1988,466.6321820679578
1,1989,109.46240159308668
1,2024,260.0039748210192
1,2025,200.11650830822796
1,2026,175.34153515495342
1,2027,164.9451821433701
1,2028,194.21201454082583
1,2034,630.3821272536788
1,2075,703.1376226307358
1,2076,699.579239568355
1,2199,260.9735104033527
1,2243,848.8753798259814
1,2282,418.93082676369215
1,2316,841.968981523926
1,2503,916.7099657702088
1,2506,872.6419228885827
1,2587,413.3278424572027
1,2588,242.55604044526717
1,2606,823.1095964219866
1,2607,430.26544982432944
1,2609,777.7764237349787
1,2616,250.46912314294076
1,2621,258.6290905734601
1,2637,962.3456471244796
1,2640,835.665559660999
1,2641,628.3655302407299
1,2642,618.1445473880805
1,2644,745.2398861486574
1,2686,298.2942132949276
1,2728,869.7888309787616
1,2729,798.6154266003804
1,2860,81.9640230431116
1,2888,895.9708938225109
1,2930,456.40990972496496
1,2948,965.23220738912
1,2988,432.2964366033474
1,3037,325.09164697004155
1,3098,847.7855395016669
1,3100,747.3802799690151
1,3101,883.699837540025
1,3103,889.7104973573481
1,3104,945.6416405655756
1,3248,855.9120255097192
1,3268,937.7956166016126
1,3557,990.4040924752592
1,3674,355.0576526613136
1,3684,798.628014900888
1,3789,752.6873365509502
1,3791,753.4548136682243
1,3950,703.5886331398482
1,4012,466.2587309311008
1,4013,566.1603826418302
1,4014,516.852692396958
1,4015,531.5265642768098
1,4041,368.2789110590539
1,4044,727.1579668474014
1,4045,546.3797376582828
1,4046,777.9210143679601
1,4155,979.6385186475192
1,4161,940.4220257446732
1,4285,768.5423753144698
1,4287,270.10473824115934
1,4448,739.3131034718442
1,4449,731.8409321054706
1,4450,816.6441110542772
1,4451,824.4529976811147
1,4452,847.0113891133478
1,4453,867.9103199679059
1,4454,924.4621013434474
1,4455,640.6573980415533
1,4456,508.3409788605532
1,4457,628.3879068770677
1,4458,677.7278525151064
1,4459,934.538525302354
1,4460,676.4940421749433
1,4461,449.7179448796053
1,4462,563.5210087296963
1,4463,842.6154147036093
1,4464,997.78352131085
1,4465,887.4820021423567
1,4466,402.7602508990943
1,4467,405.09428986189306
1,4468,561.1563983827901
1,4469,263.40529299303347
1,4470,223.07074544457507
1,4471,255.71514069450697
1,4472,305.2195371366625
1,4473,396.64133834887474
1,4474,434.7672332789608
1,4475,457.094500510169
1,4504,895.121916717486
1,4505,998.8158018883912
1,4536,217.38754001511785
1,4537,228.6456837505058
1,4538,295.79713911332635
1,4539,325.43652841766374
1,4540,173.45891860466813
1,4541,133.37160525169554
1,4542,342.299722488991
1,4543,88.04847508250482
1,4544,226.7236708408961
1,4545,217.1227915390043
1,4546,193.3054640070487
1,4547,228.50683508173964
1,4548,237.1510604198884
1,4549,262.405619876437
1,4550,121.54949339787905
1,4551,214.4790384214473
1,4552,55.34886151734915
1,4553,72.90662000937947
1,4554,167.0220775020218
1,4555,85.58328767552193
1,4556,57.05343277554407
1,4557,77.60278194391788
1,4558,192.1169345535943
1,4559,133.39888736262412
1,4560,409.28279405190847
1,4561,425.35327466860207
1,4562,396.3976333168013
1,4563,446.03325152443546
1,4564,230.1296650101669
1,4565,350.12351731894546
1,4566,448.67026436770266
1,4567,437.4207430668728
1,4568,442.8508936181846
1,4569,349.6328157052205
1,4570,503.8957042206813
1,4571,383.0378260852668
1,4572,315.74835029148574
1,4573,318.1825002436838
1,4574,345.01084836881483
1,4575,392.58085696892607
1,4600,481.6398024935887
1,4750,579.2495083824559
1,4751,642.9609957947113
1,4752,623.9444633973765
1,4753,731.1333750788828
1,4766,802.2399575811023
1,4767,696.1541208150649
1,4768,788.5322404403886
1,4769,943.3677998490086
1,4830,872.662267141089
1,4971,675.1455085297043
1,4972,607.69617919664
